InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
62433,42555.10611,United States,2181,US15,Male,11.5,44-45,11,189,0.2,2016,7,151.2
62434,42555.13611,Canada,2158,CAN7,Male,10.5,43-44,10,199,0,2016,7,199
62435,42555.37611,Canada,2173,CAN7,Male,9,42,8.5,129,0.3,2016,7,90.3
62435,42555.37611,Canada,2234,CAN6,Male,10.5,43-44,10,169,0,2016,7,169
62436,42555.37611,United States,2240,US11,Male,9,42,8.5,129,0.1,2016,7,116.1
62437,42555.44611,United States,2175,US13,Female,9,39-40,7,139,0,2016,7,139
62438,42555.44611,Germany,2218,GER3,Male,10,43,9.5,149,0,2016,7,149
62439,42555.46611,United States,2179,US12,Female,8.5,39,6.5,139,0.3,2016,7,97.3
62440,42555.48611,United Kingdom,2209,UK1,Male,8.5,41-42,8,159,0.1,2016,7,143.1
62440,42555.48611,United Kingdom,2201,UK1,Female,9,39-40,7,139,0.3,2016,7,97.3
62441,42555.50611,United States,2233,US15,Female,8,38-39,6,159,0,2016,7,159
62442,42555.55611,Canada,2160,CAN6,Male,9,42,8.5,199,0.1,2016,7,179.1
62443,42555.56611,United States,2174,US15,Male,8.5,41-42,8,159,0,2016,7,159
62444,42555.63611,Germany,2156,GER1,Male,8,41,7.5,169,0,2016,7,169
62445,42555.77611,United States,2153,US3,Female,6.5,37,4.5,139,0,2016,7,139
62446,42555.84611,Germany,2216,GER2,Male,11.5,44-45,11,189,0.3,2016,7,132.3
62447,42555.87611,United States,2205,US13,Male,9.5,42-43,9,129,0.5,2016,7,64.5
62448,42555.91611,United States,2157,US12,Male,9.5,42-43,9,139,0,2016,7,139
62449,42555.91611,United States,2173,US7,Male,10,43,9.5,149,0,2016,7,149
62450,42555.98611,Germany,2211,GER2,Male,8.5,41-42,8,199,0.2,2016,7,159.2
62451,42556.00611,Germany,2223,GER1,Male,10,43,9.5,199,0,2016,7,199
62452,42556.04611,Germany,2217,GER2,Male,8.5,41-42,8,169,0.5,2016,7,84.5
62453,42556.10611,United States,2218,US4,Male,10.5,43-44,10,189,0,2016,7,189
62453,42556.10611,United States,2222,US2,Male,8.5,41-42,8,199,0,2016,7,199
62453,42556.10611,United States,2181,US15,Male,11.5,44-45,11,189,0.2,2016,7,151.2
62453,42556.10611,United States,2151,US15,Female,8.5,39,6.5,189,0.5,2016,7,94.5
62453,42556.10611,United States,2183,US15,Female,8.5,39,6.5,139,0,2016,7,139
62454,42556.13611,Canada,2168,CAN6,Female,6.5,37,4.5,129,0.5,2016,7,64.5
62455,42556.27611,Canada,2190,CAN1,Male,8,41,7.5,189,0,2016,7,189
62456,42556.37611,United States,2188,US14,Female,9.5,40,7.5,199,0.2,2016,7,159.2
62457,42556.44611,United Kingdom,2212,UK5,Male,8.5,41-42,8,199,0.3,2016,7,139.3
62458,42556.46611,United States,2158,US12,Male,9,42,8.5,189,0,2016,7,189
62459,42556.48611,United Kingdom,2193,UK2,Male,10.5,43-44,10,179,0.5,2016,7,89.5
62459,42556.48611,United Kingdom,2209,UK1,Male,8.5,41-42,8,159,0.1,2016,7,143.1
62460,42556.50611,Germany,2169,GER3,Male,9.5,42-43,9,169,0,2016,7,169
62461,42556.56611,Germany,2192,GER3,Female,9.5,40,7.5,179,0,2016,7,179
62462,42556.63611,United States,2149,US1,Female,7.5,38,5.5,179,0,2016,7,179
62462,42556.63611,United States,2151,US4,Female,9,39-40,7,199,0,2016,7,199
62463,42556.69611,Germany,2211,GER2,Female,9.5,40,7.5,159,0.5,2016,7,79.5
62464,42556.72611,United States,2159,US13,Female,8,38-39,6,139,0.3,2016,7,97.3
62465,42556.73611,United Kingdom,2237,UK4,Female,9,39-40,7,199,0,2016,7,199
62466,42556.73611,Germany,2215,GER3,Female,8.5,39,6.5,189,0.2,2016,7,151.2
62467,42556.77611,Canada,2155,CAN3,Male,10,43,9.5,139,0,2016,7,139
62468,42556.77611,United States,2218,US9,Female,8.5,39,6.5,149,0.1,2016,7,134.1
62469,42556.80611,United Kingdom,2242,UK4,Male,7,40,6.5,129,0.5,2016,7,64.5
62470,42556.91611,United States,2169,US6,Male,9,42,8.5,129,0.2,2016,7,103.2
62471,42556.94611,United States,2236,US7,Male,9.5,42-43,9,169,0.2,2016,7,135.2
62472,42556.95611,Germany,2155,GER2,Female,10,40-41,8,179,0,2016,7,179
62473,42556.98611,United States,2189,US13,Male,8.5,41-42,8,129,0.3,2016,7,90.3
62473,42556.98611,United States,2156,US12,Male,10.5,43-44,10,169,0.2,2016,7,135.2
62474,42557.10611,United States,2184,US13,Male,9,42,8.5,199,0,2016,7,199
62474,42557.10611,United States,2151,US15,Female,8.5,39,6.5,189,0.5,2016,7,94.5
62475,42557.21611,Germany,2212,GER2,Male,10,43,9.5,159,0.3,2016,7,111.3
62476,42557.30611,United States,2240,US12,Male,10,43,9.5,149,0,2016,7,149
62477,42557.32611,Germany,2171,GER2,Male,9.5,42-43,9,149,0.1,2016,7,134.1
62478,42557.37611,United States,2198,US11,Male,9,42,8.5,169,0.5,2016,7,84.5
62479,42557.43611,United States,2184,US9,Male,9.5,42-43,9,199,0,2016,7,199
62480,42557.46611,Canada,2199,CAN5,Male,11,44,10.5,139,0,2016,7,139
62481,42557.48611,United Kingdom,2234,UK5,Male,10.5,43-44,10,129,0,2016,7,129
62481,42557.48611,United Kingdom,2193,UK2,Male,10.5,43-44,10,179,0.5,2016,7,89.5
62482,42557.55611,United States,2194,US4,Female,9,39-40,7,139,0.1,2016,7,125.1
62483,42557.56611,United States,2155,US7,Male,13,46,12.5,139,0,2016,7,139
62484,42557.58611,Germany,2233,GER2,Male,6.5,39,6,149,0.5,2016,7,74.5
62485,42557.69611,United States,2182,US12,Male,10,43,9.5,199,0.5,2016,7,99.5
62486,42557.72611,Germany,2198,GER2,Male,9,42,8.5,189,0.1,2016,7,170.1
62487,42557.73611,United Kingdom,2201,UK1,Female,9,39-40,7,139,0.3,2016,7,97.3
62488,42557.73611,United States,2158,US15,Male,10,43,9.5,129,0.1,2016,7,116.1
62489,42557.77611,United States,2192,US12,Male,9,42,8.5,199,0.3,2016,7,139.3
62490,42557.80611,United States,2162,US12,Female,9,39-40,7,199,0,2016,7,199
62491,42557.84611,United States,2242,US12,Male,6,39,5.5,199,0,2016,7,199
62492,42557.98611,Germany,2149,GER1,Female,10,40-41,8,129,0.5,2016,7,64.5
62493,42557.99611,Canada,2205,CAN1,Male,7.5,40-41,7,159,0.5,2016,7,79.5
62494,42558.06611,Canada,2213,CAN1,Male,9.5,42-43,9,129,0.1,2016,7,116.1
62495,42558.08611,United States,2227,US13,Female,8,38-39,6,199,0,2016,7,199
62496,42558.09611,United States,2157,US14,Male,10,43,9.5,199,0,2016,7,199
62497,42558.10611,United States,2154,US13,Male,9.5,42-43,9,159,0,2016,7,159
62497,42558.10611,United States,2184,US13,Male,9,42,8.5,199,0,2016,7,199
62498,42558.10611,Germany,2163,GER2,Male,9,42,8.5,189,0,2016,7,189
62499,42558.24611,Germany,2200,GER2,Female,8.5,39,6.5,159,0,2016,7,159
62500,42558.30611,United States,2157,US12,Male,9,42,8.5,139,0.3,2016,7,97.3
62501,42558.43611,Canada,2216,CAN6,Female,11,41-42,9,149,0.5,2016,7,74.5
62502,42558.46611,Germany,2175,GER1,Female,5,35-36,3,179,0,2016,7,179
62503,42558.54611,Germany,2154,GER1,Male,9.5,42-43,9,199,0.2,2016,7,159.2
62504,42558.57611,Germany,2176,GER2,Female,9.5,40,7.5,169,0,2016,7,169
62505,42558.57611,United States,2226,US12,Male,10.5,43-44,10,179,0.5,2016,7,89.5
62506,42558.58611,Germany,2212,GER2,Male,10,43,9.5,159,0.3,2016,7,111.3
62507,42558.67611,United Kingdom,2172,UK3,Male,8.5,41-42,8,179,0,2016,7,179
62508,42558.67611,Canada,2180,CAN6,Male,11.5,44-45,11,179,0,2016,7,179
62509,42558.72611,Germany,2239,GER1,Male,9.5,42-43,9,199,0.3,2016,7,139.3
62510,42558.73611,United Kingdom,2209,UK1,Male,8.5,41-42,8,159,0.1,2016,7,143.1
62511,42558.88611,Germany,2175,GER1,Male,8.5,41-42,8,189,0.2,2016,7,151.2
62511,42558.88611,Germany,2185,GER1,Male,10.5,43-44,10,179,0,2016,7,179
62512,42558.89611,United States,2189,US13,Male,8.5,41-42,8,129,0.3,2016,7,90.3
62513,42558.98611,Germany,2186,GER1,Female,10,40-41,8,179,0,2016,7,179
62514,42558.99611,Canada,2203,CAN6,Male,9.5,42-43,9,189,0,2016,7,189
62515,42559.02611,United States,2160,US11,Female,8,38-39,6,129,0,2016,7,129
62516,42559.08611,United States,2159,US13,Female,8,38-39,6,139,0.3,2016,7,97.3
62517,42559.09611,United States,2217,US8,Female,8.5,39,6.5,129,0,2016,7,129
62518,42559.17611,United States,2193,US14,Male,9.5,42-43,9,189,0,2016,7,189
62519,42559.17611,Canada,2210,CAN2,Female,9,39-40,7,129,0,2016,7,129
62520,42559.21611,Germany,2206,GER3,Male,9,42,8.5,199,0,2016,7,199
62521,42559.24611,United States,2182,US13,Male,7.5,40-41,7,179,0.1,2016,7,161.1
62522,42559.28611,Canada,2190,CAN1,Male,8,41,7.5,189,0,2016,7,189
62523,42559.30611,United States,2226,US12,Male,9,42,8.5,159,0.5,2016,7,79.5
62524,42559.32611,Germany,2160,GER2,Male,8.5,41-42,8,139,0.3,2016,7,97.3
62525,42559.37611,Germany,2221,GER3,Female,8.5,39,6.5,169,0,2016,7,169
62526,42559.41611,United States,2216,US6,Female,6.5,37,4.5,169,0.3,2016,7,118.3
62526,42559.41611,United States,2225,US14,Male,11.5,44-45,11,159,0.3,2016,7,111.3
62527,42559.44611,United States,2213,US4,Male,8.5,41-42,8,169,0,2016,7,169
62528,42559.45611,Canada,2158,CAN7,Male,10.5,43-44,10,199,0,2016,7,199
62529,42559.46611,Canada,2229,CAN7,Female,5,35-36,3,159,0,2016,7,159
62530,42559.57611,United States,2236,US14,Male,10,43,9.5,169,0,2016,7,169
62530,42559.57611,United States,2226,US12,Male,10.5,43-44,10,179,0.5,2016,7,89.5
62531,42559.61611,United States,2216,US14,Male,8.5,41-42,8,169,0,2016,7,169
62532,42559.66611,United States,2196,US11,Male,10.5,43-44,10,189,0,2016,7,189
62533,42559.67611,Germany,2149,GER2,Female,7.5,38,5.5,139,0.5,2016,7,69.5
62533,42559.67611,Germany,2147,GER1,Female,9,39-40,7,129,0,2016,7,129
62534,42559.68611,United States,2239,US13,Female,8.5,39,6.5,169,0,2016,7,169
62534,42559.68611,United States,2169,US13,Male,10.5,43-44,10,139,0,2016,7,139
62535,42559.75611,Germany,2194,GER2,Female,8,38-39,6,189,0.1,2016,7,170.1
62535,42559.75611,Germany,2203,GER2,Male,9,42,8.5,169,0.2,2016,7,135.2
62536,42559.76611,United States,2175,US9,Male,7,40,6.5,129,0,2016,7,129
62537,42559.88611,Germany,2163,GER2,Male,9,42,8.5,189,0,2016,7,189
62538,42559.89611,United States,2176,US3,Female,9,39-40,7,139,0,2016,7,139
62538,42559.89611,United States,2238,US15,Male,9,42,8.5,149,0,2016,7,149
62539,42559.99611,Canada,2237,CAN6,Male,10,43,9.5,139,0.1,2016,7,125.1
62540,42560.09611,United States,2221,US9,Female,8.5,39,6.5,129,0.3,2016,7,90.3
62541,42560.11611,Germany,2237,GER2,Male,15,48,14.5,139,0.3,2016,7,97.3
62542,42560.11611,Germany,2191,GER2,Male,9.5,42-43,9,179,0,2016,7,179
62542,42560.11611,Germany,2147,GER2,Male,11.5,44-45,11,129,0,2016,7,129
62543,42560.12611,Germany,2242,GER2,Female,8.5,39,6.5,159,0,2016,7,159
62544,42560.24611,United Kingdom,2201,UK1,Male,9,42,8.5,139,0.2,2016,7,111.2
62545,42560.29611,United States,2163,US7,Female,10.5,41,8.5,169,0,2016,7,169
62546,42560.37611,Germany,2200,GER2,Female,8.5,39,6.5,159,0,2016,7,159
62547,42560.41611,United States,2175,US6,Female,6.5,37,4.5,129,0,2016,7,129
62547,42560.41611,United States,2192,US14,Male,7,40,6.5,189,0,2016,7,189
62548,42560.52611,Germany,2238,GER1,Female,7.5,38,5.5,179,0,2016,7,179
62549,42560.54611,Germany,2156,GER2,Male,9,42,8.5,139,0,2016,7,139
62550,42560.57611,United States,2174,US15,Male,8.5,41-42,8,159,0,2016,7,159
62551,42560.66611,United States,2201,US15,Male,8,41,7.5,199,0,2016,7,199
62552,42560.67611,Canada,2207,CAN3,Male,11,44,10.5,189,0,2016,7,189
62552,42560.67611,Canada,2182,CAN2,Female,9,39-40,7,179,0,2016,7,179
62553,42560.68611,United States,2233,US13,Male,9,42,8.5,139,0,2016,7,139
62553,42560.68611,United States,2193,US13,Male,9,42,8.5,159,0,2016,7,159
62554,42560.68611,Canada,2181,CAN1,Male,10.5,43-44,10,169,0.5,2016,7,84.5
62555,42560.75611,Germany,2194,GER2,Female,8,38-39,6,189,0.1,2016,7,170.1
62556,42560.86611,Germany,2161,GER2,Female,8,38-39,6,189,0,2016,7,189
62557,42560.88611,Germany,2163,GER2,Male,9,42,8.5,189,0,2016,7,189
62558,42560.89611,United States,2160,US12,Male,10.5,43-44,10,169,0,2016,7,169
62558,42560.89611,United States,2176,US3,Female,9,39-40,7,139,0,2016,7,139
62559,42560.92611,United States,2214,US13,Female,8.5,39,6.5,159,0.3,2016,7,111.3
62560,42561.08611,United States,2217,US14,Female,7.5,38,5.5,189,0.2,2016,7,151.2
62561,42561.11611,Germany,2148,GER2,Male,15,48,14.5,129,0,2016,7,129
62562,42561.12611,Germany,2174,GER3,Female,8.5,39,6.5,159,0.2,2016,7,127.2
62563,42561.17611,United States,2159,US14,Male,10.5,43-44,10,159,0,2016,7,159
62564,42561.23611,United States,2160,US14,Male,15,48,14.5,149,0,2016,7,149
62565,42561.29611,United States,2157,US8,Male,10.5,43-44,10,169,0,2016,7,169
62566,42561.31611,United Kingdom,2220,UK3,Female,8.5,39,6.5,129,0.3,2016,7,90.3
62566,42561.31611,United Kingdom,2220,UK4,Male,8,41,7.5,169,0,2016,7,169
62566,42561.31611,United Kingdom,2208,UK1,Male,10.5,43-44,10,149,0.1,2016,7,134.1
62567,42561.32611,United States,2161,US12,Female,10.5,41,8.5,129,0,2016,7,129
62568,42561.33611,Germany,2197,GER1,Female,7.5,38,5.5,169,0,2016,7,169
62569,42561.37611,United States,2182,US13,Male,7.5,40-41,7,179,0.1,2016,7,161.1
62570,42561.42611,Germany,2159,GER1,Female,8.5,39,6.5,149,0,2016,7,149
62571,42561.44611,United States,2226,US12,Male,10.5,43-44,10,179,0.5,2016,7,89.5
62572,42561.49611,Germany,2223,GER1,Female,8.5,39,6.5,199,0,2016,7,199
62573,42561.52611,Germany,2171,GER2,Male,9.5,42-43,9,149,0.1,2016,7,134.1
62574,42561.56611,United States,2154,US12,Female,8.5,39,6.5,179,0,2016,7,179
62575,42561.66611,United States,2232,US15,Male,8,41,7.5,149,0.1,2016,7,134.1
62576,42561.68611,United States,2208,US13,Female,8.5,39,6.5,149,0,2016,7,149
62576,42561.68611,United States,2239,US13,Female,8.5,39,6.5,169,0,2016,7,169
62577,42561.68611,United Kingdom,2172,UK3,Male,8.5,41-42,8,179,0,2016,7,179
62578,42561.68611,Canada,2215,CAN7,Male,10,43,9.5,149,0.3,2016,7,104.3
62578,42561.68611,Canada,2187,CAN6,Male,10,43,9.5,129,0.3,2016,7,90.3
62579,42561.70611,United States,2217,US12,Male,10,43,9.5,149,0,2016,7,149
62580,42561.75611,Germany,2212,GER2,Male,10,43,9.5,159,0.3,2016,7,111.3
62581,42561.83611,Canada,2152,CAN1,Female,12,42-43,10,159,0,2016,7,159
62582,42561.85611,Germany,2172,GER3,Female,8.5,39,6.5,159,0,2016,7,159
62583,42561.86611,Germany,2230,GER2,Male,10,43,9.5,169,0,2016,7,169
62584,42561.89611,United States,2228,US13,Male,9.5,42-43,9,189,0.1,2016,7,170.1
62585,42561.92611,United States,2171,US13,Female,8,38-39,6,199,0.1,2016,7,179.1
62586,42562.11611,Germany,2207,GER2,Female,8,38-39,6,129,0.1,2016,7,116.1
62586,42562.11611,Germany,2182,GER1,Male,9,42,8.5,149,0,2016,7,149
62587,42562.12611,Germany,2220,GER2,Female,8.5,39,6.5,139,0,2016,7,139
62588,42562.23611,United States,2196,US11,Male,10.5,43-44,10,189,0,2016,7,189
62589,42562.29611,United Kingdom,2157,UK3,Female,10.5,41,8.5,189,0,2016,7,189
62590,42562.30611,Canada,2226,CAN2,Male,10,43,9.5,189,0,2016,7,189
62591,42562.31611,United Kingdom,2155,UK1,Female,9,39-40,7,159,0.3,2016,7,111.3
62591,42562.31611,United Kingdom,2238,UK5,Male,10,43,9.5,149,0,2016,7,149
62592,42562.31611,United States,2179,US12,Male,11,44,10.5,129,0,2016,7,129
62593,42562.32611,United States,2152,US12,Female,10.5,41,8.5,139,0.1,2016,7,125.1
62594,42562.33611,Canada,2226,CAN1,Male,9.5,42-43,9,129,0,2016,7,129
62595,42562.42611,Germany,2164,GER1,Female,8.5,39,6.5,199,0,2016,7,199
62596,42562.48611,United Kingdom,2174,UK4,Male,10,43,9.5,199,0.3,2016,7,139.3
62597,42562.65611,Germany,2237,GER1,Female,5,35-36,3,169,0.3,2016,7,118.3
62598,42562.66611,Canada,2156,CAN2,Male,8,41,7.5,149,0,2016,7,149
62598,42562.66611,Canada,2226,CAN2,Female,9,39-40,7,199,0,2016,7,199
62599,42562.73611,United States,2240,US12,Male,10,43,9.5,149,0,2016,7,149
62600,42562.77611,Germany,2239,GER1,Male,9.5,42-43,9,199,0.3,2016,7,139.3
62601,42562.83611,United States,2160,US14,Male,15,48,14.5,149,0,2016,7,149
62602,42562.85611,Germany,2149,GER1,Female,8.5,39,6.5,139,0,2016,7,139
62603,42562.86611,Germany,2231,GER2,Female,8,38-39,6,159,0.3,2016,7,111.3
62604,42562.96611,United States,2178,US14,Male,10,43,9.5,169,0,2016,7,169
62605,42563.23611,United States,2201,US15,Male,8,41,7.5,199,0,2016,7,199
62606,42563.30611,Canada,2157,CAN6,Male,9.5,42-43,9,199,0.1,2016,7,179.1
62607,42563.31611,United Kingdom,2190,UK3,Female,8.5,39,6.5,139,0,2016,7,139
62607,42563.31611,United Kingdom,2195,UK2,Male,10,43,9.5,199,0,2016,7,199
62607,42563.31611,United Kingdom,2157,UK4,Female,9,39-40,7,159,0,2016,7,159
62608,42563.32611,United States,2222,US13,Female,10.5,41,8.5,169,0.1,2016,7,152.1
62609,42563.33611,Canada,2180,CAN6,Male,11.5,44-45,11,179,0,2016,7,179
62610,42563.33611,United States,2171,US11,Male,12,45,11.5,179,0,2016,7,179
62611,42563.33611,United Kingdom,2217,UK3,Male,10.5,43-44,10,159,0.2,2016,7,127.2
62612,42563.35611,United Kingdom,2193,UK3,Male,8.5,41-42,8,179,0.3,2016,7,125.3
62613,42563.35611,Germany,2184,GER3,Female,8.5,39,6.5,179,0,2016,7,179
62614,42563.36611,United States,2200,US12,Male,9,42,8.5,189,0,2016,7,189
62615,42563.48611,United Kingdom,2174,UK4,Male,10,43,9.5,199,0.3,2016,7,139.3
62616,42563.66611,Canada,2213,CAN6,Male,14,47,13.5,189,0,2016,7,189
62617,42563.70611,United States,2169,US7,Female,8.5,39,6.5,149,0,2016,7,149
62618,42563.73611,United States,2154,US13,Male,9,42,8.5,149,0,2016,7,149
62619,42563.77611,Germany,2208,GER1,Male,9.5,42-43,9,179,0,2016,7,179
62620,42563.83611,United States,2196,US11,Male,10.5,43-44,10,189,0,2016,7,189
62621,42563.85611,Germany,2168,GER2,Female,8.5,39,6.5,139,0.2,2016,7,111.2
62622,42563.85611,United States,2229,US12,Male,8,41,7.5,159,0,2016,7,159
62623,42563.95611,Germany,2168,GER2,Female,10,40-41,8,139,0.2,2016,7,111.2
62624,42563.95611,United States,2202,US13,Male,8.5,41-42,8,179,0,2016,7,179
62625,42563.95611,Germany,2241,GER3,Female,8.5,39,6.5,169,0,2016,7,169
62626,42563.95611,Canada,2167,CAN2,Male,9,42,8.5,179,0.3,2016,7,125.3
62627,42563.96611,Canada,2152,CAN1,Female,12,42-43,10,159,0,2016,7,159
62628,42564.03611,Canada,2178,CAN5,Male,9.5,42-43,9,149,0.3,2016,7,104.3
62629,42564.03611,United States,2225,US14,Female,8,38-39,6,189,0,2016,7,189
62630,42564.12611,Germany,2185,GER1,Female,10.5,41,8.5,189,0.3,2016,7,132.3
62631,42564.25611,United States,2170,US13,Female,7.5,38,5.5,179,0,2016,7,179
62632,42564.30611,Canada,2194,CAN5,Male,10.5,43-44,10,159,0,2016,7,159
62633,42564.33611,United States,2242,US3,Male,9,42,8.5,169,0.2,2016,7,135.2
62634,42564.33611,United Kingdom,2235,UK4,Male,9.5,42-43,9,199,0.2,2016,7,159.2
62635,42564.35611,Germany,2223,GER1,Female,8.5,39,6.5,199,0,2016,7,199
62636,42564.40611,Germany,2182,GER2,Male,7,40,6.5,139,0,2016,7,139
62637,42564.41611,Canada,2157,CAN7,Male,9,42,8.5,179,0,2016,7,179
62637,42564.41611,Canada,2216,CAN3,Male,10.5,43-44,10,139,0,2016,7,139
62638,42564.43611,Germany,2196,GER2,Male,15,48,14.5,139,0,2016,7,139
62639,42564.48611,United Kingdom,2201,UK1,Male,9,42,8.5,139,0.2,2016,7,111.2
62640,42564.61611,United States,2226,US13,Female,8,38-39,6,189,0.5,2016,7,94.5
62641,42564.65611,Germany,2198,GER2,Male,10.5,43-44,10,179,0,2016,7,179
62642,42564.66611,Canada,2189,CAN6,Female,7.5,38,5.5,159,0.2,2016,7,127.2
62642,42564.66611,Canada,2215,CAN6,Female,9,39-40,7,199,0,2016,7,199
62643,42564.66611,United States,2215,US8,Female,9,39-40,7,169,0,2016,7,169
62644,42564.73611,United States,2176,US13,Male,9,42,8.5,149,0,2016,7,149
62645,42564.77611,United States,2191,US13,Female,8,38-39,6,189,0,2016,7,189
62646,42564.79611,United States,2182,US10,Female,9,39-40,7,139,0.1,2016,7,125.1
62647,42564.85611,United States,2242,US12,Male,6,39,5.5,199,0,2016,7,199
62648,42564.91611,United States,2161,US12,Male,10.5,43-44,10,149,0,2016,7,149
62649,42564.92611,United States,2184,US13,Female,9,39-40,7,189,0.2,2016,7,151.2
62650,42564.94611,United States,2213,US4,Male,8.5,41-42,8,169,0,2016,7,169
62651,42564.95611,United States,2156,US12,Male,10.5,43-44,10,169,0.2,2016,7,135.2
62652,42564.95611,Germany,2242,GER2,Female,8.5,39,6.5,159,0,2016,7,159
62652,42564.95611,Germany,2241,GER3,Female,8.5,39,6.5,169,0,2016,7,169
62653,42564.95611,Canada,2183,CAN5,Male,10,43,9.5,199,0,2016,7,199
62654,42564.96611,United States,2160,US14,Male,15,48,14.5,149,0,2016,7,149
62655,42565.03611,Canada,2156,CAN6,Male,11,44,10.5,149,0,2016,7,149
62656,42565.03611,United States,2220,US15,Male,11,44,10.5,139,0,2016,7,139
62657,42565.03611,Germany,2221,GER2,Male,13,46,12.5,169,0.5,2016,7,84.5
62658,42565.25611,Germany,2185,GER1,Male,10.5,43-44,10,179,0,2016,7,179
62659,42565.33611,Germany,2216,GER2,Female,9,39-40,7,199,0.3,2016,7,139.3
62659,42565.33611,Germany,2166,GER2,Female,12,42-43,10,139,0.5,2016,7,69.5
62660,42565.35611,United States,2184,US13,Female,9,39-40,7,189,0.2,2016,7,151.2
62661,42565.41611,Canada,2178,CAN5,Male,9.5,42-43,9,149,0.3,2016,7,104.3
62662,42565.43611,Germany,2170,GER1,Male,10.5,43-44,10,139,0,2016,7,139
62662,42565.43611,Germany,2174,GER1,Male,10,43,9.5,149,0.2,2016,7,119.2
62663,42565.47611,United States,2227,US15,Female,8.5,39,6.5,149,0,2016,7,149
62664,42565.63611,United States,2241,US14,Male,7,40,6.5,159,0,2016,7,159
62665,42565.65611,Germany,2220,GER2,Male,10.5,43-44,10,189,0.2,2016,7,151.2
62666,42565.73611,United States,2188,US13,Female,8.5,39,6.5,159,0,2016,7,159
62667,42565.91611,United States,2240,US11,Male,9,42,8.5,129,0.1,2016,7,116.1
62668,42565.91611,United States,2229,US12,Male,8,41,7.5,159,0,2016,7,159
62669,42565.95611,Germany,2187,GER1,Female,7,37-38,5,159,0,2016,7,159
62669,42565.95611,Germany,2174,GER3,Female,8.5,39,6.5,159,0.2,2016,7,127.2
62669,42565.95611,Germany,2242,GER2,Female,8.5,39,6.5,159,0,2016,7,159
62669,42565.95611,Germany,2149,GER1,Female,10,40-41,8,129,0.5,2016,7,64.5
62670,42566.00611,Germany,2182,GER2,Male,10.5,43-44,10,159,0.5,2016,7,79.5
62671,42566.03611,United States,2218,US2,Female,8,38-39,6,179,0,2016,7,179
62672,42566.16611,Canada,2175,CAN3,Male,10.5,43-44,10,169,0,2016,7,169
62673,42566.25611,Germany,2175,GER1,Male,8.5,41-42,8,189,0.2,2016,7,151.2
62674,42566.28611,Germany,2232,GER3,Male,10,43,9.5,179,0.5,2016,7,89.5
62675,42566.42611,United States,2183,US6,Male,12,45,11.5,169,0.1,2016,7,152.1
62676,42566.47611,United States,2214,US13,Male,10,43,9.5,139,0,2016,7,139
62677,42566.61611,United States,2192,US13,Female,8,38-39,6,139,0.5,2016,7,69.5
62678,42566.61611,Canada,2213,CAN5,Male,9.5,42-43,9,129,0.5,2016,7,64.5
62679,42566.65611,Germany,2221,GER3,Male,10.5,43-44,10,149,0,2016,7,149
62680,42566.69611,Germany,2197,GER1,Male,9.5,42-43,9,149,0,2016,7,149
62681,42566.74611,United States,2234,US13,Female,7,37-38,5,139,0,2016,7,139
62682,42566.79611,United Kingdom,2229,UK4,Female,4.5,35,2.5,139,0.2,2016,7,111.2
62683,42566.79611,United States,2174,US7,Female,8.5,39,6.5,199,0.5,2016,7,99.5
62684,42566.82611,Canada,2219,CAN6,Male,9,42,8.5,169,0,2016,7,169
62685,42566.93611,United States,2196,US7,Male,10,43,9.5,199,0,2016,7,199
62686,42566.98611,Germany,2185,GER1,Female,10.5,41,8.5,189,0.3,2016,7,132.3
62687,42567.12611,Germany,2147,GER1,Male,9,42,8.5,159,0,2016,7,159
62688,42567.16611,United States,2219,US9,Female,6.5,37,4.5,169,0,2016,7,169
62689,42567.22611,Canada,2157,CAN6,Male,9.5,42-43,9,199,0.1,2016,7,179.1
62690,42567.28611,Germany,2198,GER2,Male,10.5,43-44,10,179,0,2016,7,179
62691,42567.34611,Canada,2150,CAN5,Male,9,42,8.5,169,0.1,2016,7,152.1
62692,42567.47611,United States,2223,US13,Male,9.5,42-43,9,129,0,2016,7,129
62693,42567.61611,Germany,2179,GER2,Female,7,37-38,5,149,0,2016,7,149
62694,42567.69611,United States,2194,US12,Female,8,38-39,6,139,0.2,2016,7,111.2
62695,42567.70611,Germany,2238,GER2,Male,10,43,9.5,199,0,2016,7,199
62696,42567.73611,Germany,2240,GER2,Male,10,43,9.5,179,0.1,2016,7,161.1
62697,42567.77611,Canada,2157,CAN7,Male,9,42,8.5,179,0,2016,7,179
62698,42567.77611,United States,2161,US15,Female,8.5,39,6.5,169,0.3,2016,7,118.3
62699,42567.79611,Canada,2205,CAN1,Male,7.5,40-41,7,159,0.5,2016,7,79.5
62700,42567.82611,Germany,2197,GER1,Female,7.5,38,5.5,169,0,2016,7,169
62701,42567.82611,United States,2178,US6,Female,9,39-40,7,129,0,2016,7,129
62702,42567.93611,United States,2234,US14,Female,9.5,40,7.5,139,0,2016,7,139
62703,42567.94611,United States,2226,US13,Female,7,37-38,5,189,0.2,2016,7,151.2
62704,42567.95611,Germany,2163,GER1,Male,10.5,43-44,10,129,0,2016,7,129
62704,42567.95611,Germany,2168,GER2,Female,8.5,39,6.5,149,0,2016,7,149
