EmployeeCount,EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating,Income,Income_Mean
1,1655,Research & Development,Research Director,No,Female,49,Married,Master,Other,Travel_Rarely,High,4,Medium,72,16,No,27,1,Low,2,Better,Excellent,16413,7203.433333
1,1656,Research & Development,Research Director,No,Female,50,Divorced,Doctor,Life Sciences,Travel_Rarely,Medium,3,Low,50,15,No,19,1,Very High,3,Better,Excellent,13269,7203.433333
1,1657,Sales,Sales Representative,No,Female,20,Single,Bachelor,Medical,Travel_Rarely,High,1,High,31,19,No,2,2,High,3,Better,Excellent,2783,7203.433333
1,1658,Research & Development,Research Scientist,No,Female,34,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,2,Medium,66,12,No,11,7,Very High,2,Better,Excellent,5433,7203.433333
1,1659,Research & Development,Laboratory Technician,No,Male,36,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Medium,77,11,No,15,1,Low,4,Better,Excellent,2013,7203.433333
1,1661,Research & Development,Healthcare Representative,No,Female,49,Married,Below College,Life Sciences,Travel_Rarely,Medium,4,High,41,19,Yes,30,2,High,3,Better,Excellent,13966,7203.433333
1,1662,Research & Development,Manufacturing Director,No,Female,36,Married,Master,Medical,Non-Travel,Medium,2,High,33,15,No,4,1,Very High,6,Better,Excellent,4374,7203.433333
1,1664,Research & Development,Healthcare Representative,No,Male,36,Divorced,College,Life Sciences,Travel_Rarely,Very High,2,Low,79,20,No,13,0,Very High,3,Better,Outstanding,6842,7203.433333
1,1665,Research & Development,Manager,No,Female,54,Married,Doctor,Medical,Travel_Rarely,High,4,High,91,25,No,36,4,Medium,6,Better,Outstanding,17426,7203.433333
1,1666,Research & Development,Research Director,No,Male,43,Married,College,Life Sciences,Travel_Rarely,Medium,4,High,65,24,No,14,6,High,3,Better,Outstanding,17603,7203.433333
1,1667,Sales,Sales Executive,Yes,Male,35,Single,Master,Other,Travel_Frequently,High,2,Very High,36,24,Yes,13,6,Very High,2,Best,Outstanding,4581,7203.433333
1,1668,Research & Development,Research Scientist,No,Male,38,Married,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,90,15,No,19,2,Very High,4,Best,Excellent,4735,7203.433333
1,1669,Sales,Sales Executive,No,Male,29,Divorced,Bachelor,Medical,Travel_Rarely,Medium,2,Medium,43,13,Yes,10,0,Low,3,Good,Excellent,4187,7203.433333
1,1670,Sales,Sales Executive,No,Male,33,Divorced,Master,Medical,Travel_Rarely,High,2,Very High,93,14,No,6,0,Very High,5,Better,Excellent,5505,7203.433333
1,1671,Research & Development,Research Scientist,No,Male,32,Divorced,Bachelor,Medical,Travel_Rarely,High,2,Medium,45,13,No,10,1,Very High,4,Good,Excellent,5470,7203.433333
1,1673,Sales,Sales Executive,No,Female,31,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,67,11,No,10,0,Low,2,Better,Excellent,5476,7203.433333
1,1674,Research & Development,Laboratory Technician,No,Female,49,Divorced,Bachelor,Medical,Travel_Rarely,High,1,Low,74,16,Yes,17,2,Very High,2,Good,Excellent,2587,7203.433333
1,1675,Research & Development,Laboratory Technician,No,Female,38,Single,Bachelor,Medical,Travel_Frequently,Medium,1,Medium,42,22,No,4,3,Very High,3,Better,Outstanding,2440,7203.433333
1,1676,Sales,Manager,No,Female,47,Divorced,Master,Life Sciences,Travel_Rarely,Very High,4,Medium,47,14,No,29,1,Medium,2,Better,Excellent,15972,7203.433333
1,1677,Research & Development,Manager,No,Male,49,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,High,36,14,No,23,0,High,2,Better,Excellent,15379,7203.433333
1,1678,Sales,Sales Executive,No,Male,41,Single,College,Life Sciences,Travel_Rarely,High,3,High,80,16,Yes,21,0,Very High,2,Better,Excellent,7082,7203.433333
1,1680,Sales,Sales Representative,No,Male,20,Single,Below College,Life Sciences,Travel_Rarely,High,1,Low,54,11,No,2,0,Very High,3,Better,Excellent,2728,7203.433333
1,1681,Sales,Sales Executive,No,Female,33,Divorced,Bachelor,Life Sciences,Non-Travel,High,2,Very High,36,25,Yes,7,1,High,2,Better,Outstanding,5368,7203.433333
1,1682,Research & Development,Healthcare Representative,No,Male,36,Married,Master,Life Sciences,Travel_Rarely,High,2,High,80,14,No,10,0,Low,2,Good,Excellent,5347,7203.433333
1,1683,Human Resources,Human Resources,No,Female,44,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,44,18,Yes,8,2,High,2,Better,Excellent,3195,5505.133333
1,1684,Research & Development,Laboratory Technician,Yes,Male,23,Single,Below College,Medical,Travel_Rarely,Medium,1,High,93,11,Yes,5,1,Very High,2,Better,Excellent,3989,5505.133333
1,1687,Research & Development,Laboratory Technician,No,Female,38,Married,College,Medical,Travel_Rarely,High,1,High,87,19,No,7,0,Very High,5,Good,Excellent,3306,5505.133333
1,1689,Research & Development,Healthcare Representative,No,Male,53,Married,Master,Medical,Travel_Rarely,Very High,3,Very High,48,15,No,11,1,Medium,2,Better,Excellent,7005,5505.133333
1,1691,Sales,Sales Representative,Yes,Female,48,Married,College,Medical,Travel_Frequently,High,1,High,95,11,Yes,19,7,Very High,3,Better,Excellent,2655,5505.133333
1,1692,Research & Development,Laboratory Technician,Yes,Male,32,Single,Master,Life Sciences,Travel_Rarely,High,1,Medium,95,12,No,1,0,Very High,2,Better,Excellent,1393,5505.133333
1,1693,Research & Development,Laboratory Technician,No,Male,26,Single,Bachelor,Medical,Non-Travel,High,1,Very High,76,20,No,7,5,Very High,5,Better,Outstanding,2570,5505.133333
1,1694,Research & Development,Research Scientist,No,Male,55,Divorced,Bachelor,Technical Degree,Travel_Rarely,Medium,1,Medium,94,12,No,8,1,Low,1,Better,Excellent,3537,5505.133333
1,1696,Research & Development,Laboratory Technician,No,Male,34,Married,College,Medical,Travel_Rarely,Medium,2,Very High,57,14,No,15,4,Medium,3,Best,Excellent,3986,5505.133333
1,1697,Research & Development,Healthcare Representative,No,Male,60,Divorced,Master,Medical,Travel_Rarely,Low,3,Very High,92,20,No,19,0,High,2,Best,Outstanding,10883,5505.133333
1,1698,Research & Development,Laboratory Technician,No,Male,33,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Medium,79,18,No,14,2,Medium,6,Better,Excellent,2028,5505.133333
1,1700,Sales,Sales Executive,No,Male,37,Divorced,Master,Medical,Travel_Frequently,Low,2,Very High,31,14,No,6,1,High,2,Good,Excellent,9525,5505.133333
1,1701,Research & Development,Research Scientist,No,Female,34,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Very High,35,12,No,10,8,Medium,3,Better,Excellent,2929,5505.133333
1,1702,Sales,Sales Representative,Yes,Male,23,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,99,21,Yes,3,0,High,2,Better,Outstanding,2275,5505.133333
1,1703,Research & Development,Healthcare Representative,No,Female,44,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,3,Very High,96,19,Yes,9,6,High,2,Better,Excellent,7879,5505.133333
1,1704,Research & Development,Research Scientist,No,Male,35,Single,Master,Medical,Travel_Frequently,Medium,1,Very High,79,14,Yes,6,1,Low,2,Best,Excellent,4930,5505.133333
1,1706,Sales,Sales Executive,No,Male,43,Married,Bachelor,Medical,Travel_Rarely,High,2,Very High,73,17,Yes,10,8,Very High,3,Better,Excellent,7847,5505.133333
1,1707,Research & Development,Research Scientist,No,Male,24,Married,Bachelor,Medical,Travel_Rarely,Very High,1,High,62,16,No,5,0,High,1,Better,Excellent,4401,5505.133333
1,1708,Sales,Sales Executive,No,Male,41,Single,Bachelor,Marketing,Travel_Rarely,High,3,High,35,12,No,10,8,Very High,3,Better,Excellent,9241,5505.133333
1,1709,Research & Development,Laboratory Technician,No,Female,29,Married,Master,Medical,Travel_Rarely,High,1,High,43,17,No,9,1,Very High,2,Better,Excellent,2974,5505.133333
1,1710,Sales,Sales Representative,No,Female,36,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,51,15,No,17,6,High,2,Good,Excellent,4502,5505.133333
1,1712,Research & Development,Healthcare Representative,No,Male,45,Married,Below College,Life Sciences,Non-Travel,Medium,3,High,74,23,No,25,14,High,3,Good,Outstanding,10748,5505.133333
1,1714,Human Resources,Human Resources,Yes,Male,24,Married,Below College,Human Resources,Travel_Rarely,Low,1,High,58,11,No,1,0,Very High,2,Better,Excellent,1555,5505.133333
1,1716,Sales,Sales Executive,Yes,Male,47,Married,Bachelor,Life Sciences,Travel_Frequently,Low,4,High,82,11,No,25,14,High,3,Bad,Excellent,12936,5505.133333
1,1718,Research & Development,Laboratory Technician,No,Male,26,Married,Master,Medical,Travel_Rarely,Low,1,High,62,15,No,3,0,Very High,3,Best,Excellent,2305,5505.133333
1,1719,Research & Development,Research Director,No,Female,45,Single,College,Technical Degree,Travel_Rarely,Medium,4,Medium,48,11,No,21,8,Very High,2,Better,Excellent,16704,5505.133333
1,1720,Research & Development,Research Scientist,No,Male,32,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,High,56,13,No,10,1,Low,3,Good,Excellent,3433,5505.133333
1,1721,Research & Development,Laboratory Technician,No,Male,31,Married,Master,Life Sciences,Travel_Rarely,High,1,High,69,14,No,6,0,Medium,2,Best,Excellent,3477,5505.133333
1,1722,Human Resources,Human Resources,No,Male,41,Married,Bachelor,Human Resources,Non-Travel,Low,2,Medium,60,19,No,10,1,High,4,Better,Excellent,6430,5505.133333
1,1724,Research & Development,Manufacturing Director,No,Female,40,Married,College,Life Sciences,Travel_Rarely,High,2,Low,92,16,Yes,18,0,Medium,3,Better,Excellent,6516,5505.133333
1,1725,Research & Development,Laboratory Technician,No,Male,24,Divorced,Below College,Medical,Travel_Rarely,High,1,Low,91,13,No,6,1,Medium,2,Best,Excellent,3907,5936.433333
1,1727,Research & Development,Healthcare Representative,No,Male,46,Single,Master,Life Sciences,Travel_Rarely,High,2,Medium,34,14,No,19,0,High,3,Better,Excellent,5562,5936.433333
1,1728,Research & Development,Manufacturing Director,No,Male,35,Married,Master,Life Sciences,Travel_Rarely,High,2,High,49,16,No,17,0,Very High,3,Better,Excellent,6883,5936.433333
1,1729,Research & Development,Research Scientist,No,Male,30,Married,Below College,Life Sciences,Travel_Rarely,High,1,Very High,33,12,No,10,0,Medium,2,Good,Excellent,2862,5936.433333
1,1731,Sales,Sales Executive,No,Male,47,Married,Master,Marketing,Non-Travel,High,2,Medium,87,11,No,4,0,High,3,Bad,Excellent,4978,5936.433333
1,1732,Sales,Sales Executive,No,Male,46,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,3,Very High,74,12,Yes,13,0,High,5,Good,Excellent,10368,5936.433333
1,1733,Sales,Sales Executive,Yes,Male,36,Divorced,Doctor,Marketing,Travel_Rarely,Medium,2,Low,96,13,Yes,16,2,Medium,3,Better,Excellent,6134,5936.433333
1,1734,Sales,Sales Executive,Yes,Male,32,Single,College,Life Sciences,Travel_Rarely,Low,2,Medium,34,15,No,10,0,Low,2,Better,Excellent,6735,5936.433333
1,1735,Research & Development,Laboratory Technician,No,Female,23,Single,Below College,Medical,Travel_Rarely,High,1,Medium,51,13,No,3,1,High,3,Bad,Excellent,3295,5936.433333
1,1736,Research & Development,Manufacturing Director,No,Female,31,Single,Below College,Technical Degree,Travel_Frequently,High,2,Very High,30,20,No,9,1,Very High,3,Good,Outstanding,5238,5936.433333
1,1737,Research & Development,Laboratory Technician,No,Male,39,Married,Bachelor,Life Sciences,Non-Travel,High,2,Very High,77,15,Yes,9,5,Very High,2,Better,Excellent,6472,5936.433333
1,1739,Sales,Sales Executive,No,Male,32,Married,Bachelor,Life Sciences,Travel_Rarely,Low,3,High,80,13,No,10,0,Very High,2,Bad,Excellent,9610,5936.433333
1,1740,Sales,Manager,No,Male,40,Single,Master,Medical,Travel_Rarely,High,5,Medium,88,14,No,21,12,Medium,3,Good,Excellent,19833,5936.433333
1,1744,Human Resources,Human Resources,No,Female,45,Married,Bachelor,Life Sciences,Travel_Rarely,Low,3,High,56,21,No,9,0,High,2,Best,Outstanding,9756,5936.433333
1,1745,Research & Development,Research Scientist,No,Female,30,Single,Master,Technical Degree,Travel_Frequently,Medium,1,Low,78,16,No,10,0,Very High,2,Better,Excellent,4968,5936.433333
1,1746,Human Resources,Human Resources,No,Male,24,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,59,14,No,3,2,Low,2,Better,Excellent,2145,5936.433333
1,1747,Human Resources,Human Resources,Yes,Female,30,Divorced,Bachelor,Human Resources,Travel_Frequently,Medium,1,Very High,66,11,No,6,1,High,0,Good,Excellent,2180,5936.433333
1,1749,Sales,Sales Executive,No,Male,31,Married,Bachelor,Technical Degree,Travel_Rarely,High,2,High,51,19,No,6,0,Low,3,Better,Excellent,8346,5936.433333
1,1751,Research & Development,Research Scientist,No,Female,27,Single,Bachelor,Medical,Travel_Rarely,High,1,Very High,67,11,No,6,1,High,5,Good,Excellent,3445,5936.433333
1,1752,Sales,Sales Representative,Yes,Female,29,Single,Bachelor,Marketing,Travel_Rarely,Low,1,Medium,52,13,No,2,2,Medium,3,Better,Excellent,2760,5936.433333
1,1753,Research & Development,Healthcare Representative,No,Male,29,Single,Bachelor,Life Sciences,Travel_Frequently,Very High,2,High,70,12,Yes,10,0,Very High,5,Best,Excellent,6294,5936.433333
1,1754,Sales,Sales Executive,No,Male,30,Divorced,College,Marketing,Travel_Rarely,Medium,3,Low,94,11,No,12,1,High,2,Better,Excellent,7140,5936.433333
1,1755,Research & Development,Research Scientist,No,Male,34,Married,Master,Medical,Travel_Rarely,Very High,1,Very High,97,14,Yes,6,1,Very High,3,Better,Excellent,2932,5936.433333
1,1756,Sales,Sales Executive,No,Female,33,Single,Bachelor,Marketing,Non-Travel,High,2,Medium,62,15,No,13,1,Very High,2,Good,Excellent,5147,5936.433333
1,1757,Sales,Sales Executive,No,Female,49,Single,Master,Marketing,Travel_Rarely,High,2,Very High,80,12,No,8,0,Very High,1,Best,Excellent,4507,5936.433333
1,1758,Sales,Sales Executive,Yes,Female,33,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,Low,74,20,Yes,11,0,Low,2,Good,Outstanding,8564,5936.433333
1,1760,Research & Development,Laboratory Technician,No,Female,38,Married,College,Medical,Travel_Frequently,Medium,1,Medium,75,14,No,9,0,High,4,Good,Excellent,2468,5936.433333
1,1761,Sales,Sales Executive,Yes,Male,31,Married,Master,Marketing,Travel_Rarely,High,3,High,70,13,No,10,0,Low,2,Better,Excellent,8161,5936.433333
1,1762,Research & Development,Research Scientist,No,Female,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,Medium,1,Low,91,13,No,1,0,Very High,2,Better,Excellent,2109,5936.433333
1,1763,Research & Development,Healthcare Representative,No,Male,30,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,2,High,58,16,No,10,1,High,3,Better,Excellent,5294,5936.433333
1,1764,Research & Development,Research Scientist,No,Male,32,Single,Master,Technical Degree,Non-Travel,High,1,Medium,65,14,No,12,0,Medium,3,Better,Excellent,2718,5999.533333
1,1766,Research & Development,Healthcare Representative,No,Male,38,Married,Bachelor,Medical,Travel_Rarely,Low,2,Very High,60,16,Yes,15,1,Medium,2,Better,Excellent,5811,5999.533333
1,1767,Research & Development,Research Scientist,Yes,Male,43,Married,Bachelor,Technical Degree,Travel_Frequently,Medium,1,High,38,16,Yes,6,0,High,4,Better,Excellent,2437,5999.533333
1,1768,Research & Development,Laboratory Technician,No,Male,42,Divorced,Bachelor,Medical,Travel_Rarely,High,1,Medium,57,22,No,7,0,Medium,6,Good,Outstanding,2766,5999.533333
1,1770,Research & Development,Research Director,No,Male,55,Married,Bachelor,Medical,Travel_Rarely,Medium,5,Low,60,12,No,34,0,High,2,Better,Excellent,19038,5999.533333
1,1771,Research & Development,Research Scientist,No,Male,33,Divorced,Bachelor,Technical Degree,Non-Travel,High,2,Medium,90,15,No,11,1,Very High,2,Good,Excellent,3055,5999.533333
1,1772,Research & Development,Laboratory Technician,No,Male,41,Divorced,Master,Life Sciences,Travel_Rarely,High,1,Low,94,20,No,5,0,High,2,Better,Outstanding,2289,5999.533333
1,1774,Sales,Sales Executive,No,Male,34,Divorced,Bachelor,Life Sciences,Non-Travel,High,2,High,87,14,Yes,15,0,Very High,3,Better,Excellent,4001,5999.533333
1,1775,Research & Development,Manufacturing Director,No,Female,53,Married,Master,Medical,Non-Travel,Medium,4,High,60,20,Yes,27,0,Low,2,Good,Outstanding,12965,5999.533333
1,1778,Human Resources,Human Resources,No,Male,43,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,97,13,No,10,1,Medium,5,Better,Excellent,3539,5999.533333
1,1779,Sales,Sales Executive,No,Female,34,Single,College,Life Sciences,Travel_Rarely,Low,2,Very High,32,12,No,6,2,Very High,3,Better,Excellent,6029,5999.533333
1,1780,Sales,Sales Representative,Yes,Male,21,Single,Below College,Marketing,Travel_Rarely,High,1,Medium,31,13,No,1,1,Medium,3,Better,Excellent,2679,5999.533333
1,1782,Research & Development,Laboratory Technician,No,Female,38,Married,College,Other,Travel_Rarely,Medium,1,High,40,11,No,5,0,Very High,3,Better,Excellent,3702,5999.533333
1,1783,Research & Development,Laboratory Technician,Yes,Female,22,Married,Below College,Medical,Travel_Rarely,High,1,Low,79,17,Yes,1,0,High,6,Better,Excellent,2398,5999.533333
1,1784,Sales,Sales Executive,No,Female,31,Married,Master,Marketing,Travel_Rarely,Medium,2,Very High,91,14,No,13,5,Low,3,Better,Excellent,5468,5999.533333
1,1786,Research & Development,Manager,No,Female,51,Married,Bachelor,Technical Degree,Travel_Rarely,High,3,High,53,11,No,15,2,Low,2,Better,Excellent,13116,5999.533333
1,1787,Sales,Sales Executive,No,Male,37,Married,College,Marketing,Travel_Rarely,Medium,2,Medium,46,14,No,5,0,Medium,2,Better,Excellent,4189,5999.533333
1,1789,Research & Development,Research Director,No,Male,46,Divorced,Master,Medical,Travel_Rarely,High,5,Very High,46,17,Yes,24,2,High,3,Better,Excellent,19328,5999.533333
1,1790,Research & Development,Healthcare Representative,No,Male,36,Married,Bachelor,Life Sciences,Travel_Rarely,High,3,Low,90,13,Yes,15,5,Very High,1,Better,Excellent,8321,5999.533333
1,1792,Research & Development,Research Scientist,Yes,Male,44,Divorced,College,Medical,Travel_Frequently,High,1,Medium,99,12,Yes,6,2,High,2,Good,Excellent,2342,5999.533333
1,1794,Human Resources,Human Resources,No,Male,37,Divorced,College,Other,Travel_Rarely,High,2,Medium,89,13,No,19,4,High,4,Good,Excellent,4071,5999.533333
1,1797,Sales,Sales Executive,Yes,Male,35,Single,Bachelor,Life Sciences,Travel_Rarely,High,2,Very High,84,18,Yes,10,7,High,2,Better,Excellent,5813,5999.533333
1,1798,Research & Development,Research Scientist,No,Male,33,Married,Master,Life Sciences,Travel_Rarely,Very High,1,Low,90,19,No,14,7,Very High,1,Better,Excellent,3143,5999.533333
1,1799,Research & Development,Research Scientist,No,Male,28,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,82,11,No,5,0,High,6,Best,Excellent,2044,5999.533333
1,1800,Research & Development,Research Director,No,Male,39,Single,Below College,Medical,Travel_Rarely,High,3,High,65,21,No,9,2,High,3,Better,Outstanding,13464,5999.533333
1,1801,Sales,Sales Executive,No,Male,46,Single,College,Life Sciences,Non-Travel,Medium,2,Medium,98,15,No,6,2,Medium,3,Better,Excellent,7991,5999.533333
1,1802,Research & Development,Laboratory Technician,No,Female,40,Married,College,Life Sciences,Travel_Rarely,High,1,Low,99,17,No,7,0,High,5,Good,Excellent,3377,5999.533333
1,1803,Research & Development,Healthcare Representative,No,Male,42,Married,Bachelor,Medical,Travel_Rarely,Very High,2,Low,95,18,No,10,0,Medium,2,Good,Excellent,5538,5999.533333
1,1804,Research & Development,Manufacturing Director,No,Male,35,Divorced,College,Medical,Non-Travel,High,2,Very High,90,14,No,15,1,Medium,6,Better,Excellent,5762,5999.533333
1,1805,Human Resources,Human Resources,No,Male,38,Divorced,Bachelor,Human Resources,Non-Travel,High,1,Medium,100,13,No,13,3,Low,3,Better,Excellent,2592,5999.533333
1,1807,Research & Development,Laboratory Technician,Yes,Male,34,Married,Master,Life Sciences,Travel_Frequently,High,2,Low,93,17,No,11,0,Very High,3,Good,Excellent,5346,6088.8
1,1809,Research & Development,Manufacturing Director,Yes,Male,37,Single,Master,Medical,Travel_Rarely,High,2,Low,58,15,No,10,0,Very High,4,Bad,Excellent,4213,6088.8
1,1812,Sales,Sales Executive,No,Male,39,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,83,18,No,7,2,High,6,Better,Excellent,4127,6088.8
1,1813,Research & Development,Research Scientist,No,Male,43,Single,Bachelor,Life Sciences,Non-Travel,High,1,High,52,13,No,7,1,Low,2,Good,Excellent,2438,6088.8
1,1814,Research & Development,Healthcare Representative,No,Male,41,Single,Bachelor,Life Sciences,Travel_Rarely,Very High,2,Medium,85,12,No,11,1,Medium,3,Bad,Excellent,6870,6088.8
1,1815,Sales,Sales Executive,No,Female,41,Divorced,Below College,Marketing,Travel_Rarely,High,3,High,81,13,Yes,23,13,High,3,Best,Excellent,10447,6088.8
1,1816,Research & Development,Manufacturing Director,No,Female,30,Single,Bachelor,Medical,Travel_Rarely,High,3,High,64,14,No,9,0,Low,3,Better,Excellent,9667,6088.8
1,1818,Human Resources,Human Resources,Yes,Female,26,Married,College,Medical,Travel_Rarely,High,1,Medium,69,11,Yes,6,1,Very High,3,Better,Excellent,2148,6088.8
1,1821,Research & Development,Healthcare Representative,Yes,Female,46,Married,College,Medical,Travel_Rarely,High,2,Medium,66,22,No,13,3,Very High,2,Best,Outstanding,8926,6088.8
1,1822,Research & Development,Healthcare Representative,No,Female,40,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,2,Very High,52,17,No,12,0,High,3,Better,Excellent,6513,6088.8
1,1823,Sales,Sales Executive,No,Male,34,Married,College,Technical Degree,Travel_Rarely,Very High,2,High,92,21,No,10,4,Medium,5,Better,Outstanding,6799,6088.8
1,1824,Sales,Manager,No,Male,58,Divorced,Bachelor,Medical,Non-Travel,High,4,Medium,52,22,No,37,14,Medium,0,Good,Outstanding,16291,6088.8
1,1826,Research & Development,Laboratory Technician,No,Male,35,Married,Master,Medical,Travel_Rarely,Low,1,High,91,16,No,6,0,Medium,2,Best,Excellent,2705,6088.8
1,1827,Research & Development,Manufacturing Director,No,Female,47,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Medium,92,12,Yes,28,14,High,4,Better,Excellent,10333,6088.8
1,1829,Research & Development,Healthcare Representative,No,Female,40,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,2,Low,47,12,No,15,7,Medium,3,Better,Excellent,4448,6088.8
1,1830,Research & Development,Research Scientist,No,Female,54,Married,Master,Medical,Travel_Rarely,High,2,Very High,68,15,No,14,1,Very High,2,Good,Excellent,6854,6088.8
1,1833,Sales,Sales Executive,No,Female,31,Married,Master,Marketing,Travel_Frequently,High,3,Low,68,14,No,9,2,Low,3,Better,Excellent,9637,6088.8
1,1834,Research & Development,Research Scientist,No,Female,28,Married,Bachelor,Medical,Travel_Rarely,High,1,Low,67,25,No,3,1,High,3,Better,Outstanding,3591,6088.8
1,1835,Sales,Sales Representative,No,Female,38,Married,Master,Marketing,Travel_Rarely,Low,2,Very High,77,20,Yes,20,0,Medium,4,Good,Outstanding,5405,6088.8
1,1836,Sales,Sales Executive,No,Male,26,Single,Bachelor,Medical,Travel_Rarely,High,2,Very High,46,13,No,5,1,High,4,Better,Excellent,4684,6088.8
1,1837,Research & Development,Research Director,No,Male,58,Married,Master,Life Sciences,Travel_Frequently,High,4,High,87,14,Yes,23,2,Low,3,Better,Excellent,15787,6088.8
1,1839,Research & Development,Research Scientist,No,Female,18,Single,Bachelor,Medical,Non-Travel,High,1,High,33,16,No,0,0,Medium,4,Bad,Excellent,1514,6088.8
1,1842,Human Resources,Human Resources,Yes,Male,31,Married,Doctor,Human Resources,Travel_Rarely,Very High,1,Low,89,17,No,2,0,Very High,4,Better,Excellent,2956,6088.8
1,1844,Human Resources,Human Resources,Yes,Male,29,Divorced,Bachelor,Human Resources,Travel_Rarely,Medium,1,Low,56,15,Yes,4,2,Low,3,Better,Excellent,2335,6088.8
1,1845,Sales,Sales Executive,No,Female,45,Married,Master,Life Sciences,Non-Travel,High,2,High,67,22,No,10,5,High,3,Best,Outstanding,5154,6088.8
1,1847,Research & Development,Research Scientist,No,Female,36,Married,Master,Other,Travel_Rarely,High,2,Medium,73,22,Yes,15,0,Very High,2,Better,Outstanding,6962,6088.8
1,1849,Sales,Sales Executive,No,Male,43,Married,Master,Life Sciences,Travel_Frequently,High,2,Very High,92,20,No,7,7,Low,5,Better,Outstanding,5675,6088.8
1,1850,Research & Development,Laboratory Technician,No,Female,27,Single,College,Life Sciences,Travel_Frequently,High,1,Very High,53,14,Yes,6,0,Very High,3,Good,Excellent,2379,6088.8
1,1852,Research & Development,Laboratory Technician,No,Male,29,Married,Below College,Medical,Travel_Frequently,High,1,Very High,40,13,No,11,3,Very High,3,Best,Excellent,3812,6088.8
1,1853,Sales,Sales Executive,No,Male,32,Single,Master,Marketing,Travel_Frequently,High,2,Very High,79,13,No,4,0,Very High,2,Best,Excellent,4648,6088.8
1,1854,Research & Development,Research Scientist,No,Male,42,Married,Master,Technical Degree,Non-Travel,High,1,High,38,22,No,10,3,High,1,Good,Outstanding,2936,6099.166667
1,1856,Research & Development,Laboratory Technician,No,Female,47,Single,Master,Life Sciences,Travel_Rarely,High,1,High,64,12,No,7,2,Medium,2,Better,Excellent,2105,6099.166667
1,1857,Research & Development,Manufacturing Director,No,Male,46,Divorced,College,Life Sciences,Travel_Rarely,High,3,Very High,82,14,No,12,4,Very High,4,Good,Excellent,8578,6099.166667
1,1858,Human Resources,Human Resources,No,Male,28,Divorced,College,Life Sciences,Non-Travel,High,1,Very High,43,15,No,3,2,High,2,Better,Excellent,2706,6099.166667
1,1859,Research & Development,Healthcare Representative,No,Male,29,Divorced,Below College,Life Sciences,Travel_Rarely,Low,2,High,93,17,No,11,1,Very High,3,Better,Excellent,6384,6099.166667
1,1860,Research & Development,Laboratory Technician,No,Male,42,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,High,81,13,No,8,0,Very High,3,Better,Excellent,3968,6099.166667
1,1862,Sales,Sales Executive,Yes,Male,32,Single,Master,Marketing,Travel_Rarely,Medium,2,Medium,82,12,Yes,7,2,High,3,Good,Excellent,9907,6099.166667
1,1863,Sales,Sales Executive,No,Female,46,Divorced,Bachelor,Technical Degree,Travel_Rarely,Very High,4,Low,45,12,No,25,2,Low,5,Better,Excellent,13225,6099.166667
1,1864,Sales,Sales Representative,No,Female,27,Married,Below College,Medical,Travel_Rarely,Medium,2,High,36,21,No,9,5,Medium,5,Better,Outstanding,3540,6099.166667
1,1865,Human Resources,Human Resources,No,Male,29,Married,Below College,Medical,Travel_Rarely,Medium,1,Medium,87,11,No,1,0,Very High,3,Better,Excellent,2804,6099.166667
1,1866,Research & Development,Manager,No,Female,43,Married,Bachelor,Medical,Travel_Rarely,Medium,5,High,81,13,No,21,6,Low,2,Better,Excellent,19392,6099.166667
1,1867,Research & Development,Research Director,No,Male,48,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,5,Medium,91,12,No,29,12,Very High,3,Better,Excellent,19665,6099.166667
1,1868,Research & Development,Research Scientist,Yes,Male,29,Single,College,Life Sciences,Travel_Frequently,Medium,1,Very High,73,24,Yes,1,1,Very High,3,Good,Outstanding,2439,6099.166667
